geoname,state,county,place,tract,bg,geonum,b01003001,b01003_moe001
Geographic Area Name,State FIPS,County FIPS,Place FIPS,Tract FIPS,BG FIPS,Unique ID,Total,
"Block Group 3, Census Tract 1015, Jefferson County, Wisconsin",55,55,,101500,3,1550551015003,1058,194
"Block Group 4, Census Tract 1015, Jefferson County, Wisconsin",55,55,,101500,4,1550551015004,703,272
"Block Group 1, Census Tract 1016, Jefferson County, Wisconsin",55,55,,101600,1,1550551016001,3246,31
"Block Group 2, Census Tract 1016, Jefferson County, Wisconsin",55,55,,101600,2,1550551016002,1287,231
"Block Group 3, Census Tract 1016, Jefferson County, Wisconsin",55,55,,101600,3,1550551016003,1286,185
"Block Group 4, Census Tract 1016, Jefferson County, Wisconsin",55,55,,101600,4,1550551016004,1221,240
"Block Group 1, Census Tract 1017.01, Jefferson County, Wisconsin",55,55,,101701,1,1550551017011,1510,96
"Block Group 1, Census Tract 1017.02, Jefferson County, Wisconsin",55,55,,101702,1,1550551017021,2350,226
"Block Group 2, Census Tract 1017.02, Jefferson County, Wisconsin",55,55,,101702,2,1550551017022,2310,205
"Block Group 1, Census Tract 1001, Juneau County, Wisconsin",55,57,,100100,1,1550571001001,1545,214
"Block Group 2, Census Tract 1001, Juneau County, Wisconsin",55,57,,100100,2,1550571001002,1299,173
"Block Group 1, Census Tract 1002, Juneau County, Wisconsin",55,57,,100200,1,1550571002001,810,81
"Block Group 2, Census Tract 1002, Juneau County, Wisconsin",55,57,,100200,2,1550571002002,862,126
"Block Group 3, Census Tract 1002, Juneau County, Wisconsin",55,57,,100200,3,1550571002003,1043,118
"Block Group 4, Census Tract 1002, Juneau County, Wisconsin",55,57,,100200,4,1550571002004,1103,164
"Block Group 1, Census Tract 1003, Juneau County, Wisconsin",55,57,,100300,1,1550571003001,1039,206
"Block Group 2, Census Tract 1003, Juneau County, Wisconsin",55,57,,100300,2,1550571003002,1212,153
"Block Group 3, Census Tract 1003, Juneau County, Wisconsin",55,57,,100300,3,1550571003003,836,210
"Block Group 1, Census Tract 1004, Juneau County, Wisconsin",55,57,,100400,1,1550571004001,1425,161
"Block Group 2, Census Tract 1004, Juneau County, Wisconsin",55,57,,100400,2,1550571004002,1363,161
"Block Group 3, Census Tract 1004, Juneau County, Wisconsin",55,57,,100400,3,1550571004003,976,119
"Block Group 4, Census Tract 1004, Juneau County, Wisconsin",55,57,,100400,4,1550571004004,1477,191
"Block Group 1, Census Tract 1005, Juneau County, Wisconsin",55,57,,100500,1,1550571005001,1165,160
"Block Group 2, Census Tract 1005, Juneau County, Wisconsin",55,57,,100500,2,1550571005002,973,224
"Block Group 3, Census Tract 1005, Juneau County, Wisconsin",55,57,,100500,3,1550571005003,1081,212
"Block Group 4, Census Tract 1005, Juneau County, Wisconsin",55,57,,100500,4,1550571005004,1050,185
"Block Group 1, Census Tract 1006, Juneau County, Wisconsin",55,57,,100600,1,1550571006001,1055,110
"Block Group 2, Census Tract 1006, Juneau County, Wisconsin",55,57,,100600,2,1550571006002,918,158
"Block Group 3, Census Tract 1006, Juneau County, Wisconsin",55,57,,100600,3,1550571006003,779,118
"Block Group 4, Census Tract 1006, Juneau County, Wisconsin",55,57,,100600,4,1550571006004,687,120
"Block Group 1, Census Tract 1007, Juneau County, Wisconsin",55,57,,100700,1,1550571007001,881,99
"Block Group 2, Census Tract 1007, Juneau County, Wisconsin",55,57,,100700,2,1550571007002,1297,178
"Block Group 3, Census Tract 1007, Juneau County, Wisconsin",55,57,,100700,3,1550571007003,1797,189
"Block Group 1, Census Tract 1, Kenosha County, Wisconsin",55,59,,100,1,1550590001001,1705,410
"Block Group 2, Census Tract 1, Kenosha County, Wisconsin",55,59,,100,2,1550590001002,2137,402
"Block Group 3, Census Tract 1, Kenosha County, Wisconsin",55,59,,100,3,1550590001003,641,202
"Block Group 4, Census Tract 1, Kenosha County, Wisconsin",55,59,,100,4,1550590001004,1121,282
"Block Group 5, Census Tract 1, Kenosha County, Wisconsin",55,59,,100,5,1550590001005,669,187
"Block Group 1, Census Tract 3, Kenosha County, Wisconsin",55,59,,300,1,1550590003001,2625,407
"Block Group 2, Census Tract 3, Kenosha County, Wisconsin",55,59,,300,2,1550590003002,1690,357
"Block Group 3, Census Tract 3, Kenosha County, Wisconsin",55,59,,300,3,1550590003003,554,304
"Block Group 1, Census Tract 4, Kenosha County, Wisconsin",55,59,,400,1,1550590004001,669,164
"Block Group 2, Census Tract 4, Kenosha County, Wisconsin",55,59,,400,2,1550590004002,530,171
"Block Group 3, Census Tract 4, Kenosha County, Wisconsin",55,59,,400,3,1550590004003,848,209
"Block Group 4, Census Tract 4, Kenosha County, Wisconsin",55,59,,400,4,1550590004004,1523,228
"Block Group 1, Census Tract 5, Kenosha County, Wisconsin",55,59,,500,1,1550590005001,1018,241
"Block Group 2, Census Tract 5, Kenosha County, Wisconsin",55,59,,500,2,1550590005002,803,267
"Block Group 3, Census Tract 5, Kenosha County, Wisconsin",55,59,,500,3,1550590005003,1099,281
"Block Group 4, Census Tract 5, Kenosha County, Wisconsin",55,59,,500,4,1550590005004,1607,230
"Block Group 5, Census Tract 5, Kenosha County, Wisconsin",55,59,,500,5,1550590005005,637,205
"Block Group 1, Census Tract 6.01, Kenosha County, Wisconsin",55,59,,601,1,1550590006011,807,223
"Block Group 2, Census Tract 6.01, Kenosha County, Wisconsin",55,59,,601,2,1550590006012,837,228
"Block Group 3, Census Tract 6.01, Kenosha County, Wisconsin",55,59,,601,3,1550590006013,2261,446
"Block Group 4, Census Tract 6.01, Kenosha County, Wisconsin",55,59,,601,4,1550590006014,1847,351
"Block Group 5, Census Tract 6.01, Kenosha County, Wisconsin",55,59,,601,5,1550590006015,585,211
"Block Group 1, Census Tract 6.02, Kenosha County, Wisconsin",55,59,,602,1,1550590006021,1717,318
"Block Group 2, Census Tract 6.02, Kenosha County, Wisconsin",55,59,,602,2,1550590006022,2868,502
"Block Group 3, Census Tract 6.02, Kenosha County, Wisconsin",55,59,,602,3,1550590006023,1079,441
"Block Group 4, Census Tract 6.02, Kenosha County, Wisconsin",55,59,,602,4,1550590006024,1720,399
"Block Group 1, Census Tract 7, Kenosha County, Wisconsin",55,59,,700,1,1550590007001,880,245
"Block Group 2, Census Tract 7, Kenosha County, Wisconsin",55,59,,700,2,1550590007002,1382,337
"Block Group 3, Census Tract 7, Kenosha County, Wisconsin",55,59,,700,3,1550590007003,1101,290
"Block Group 4, Census Tract 7, Kenosha County, Wisconsin",55,59,,700,4,1550590007004,1316,434
"Block Group 5, Census Tract 7, Kenosha County, Wisconsin",55,59,,700,5,1550590007005,779,283
"Block Group 1, Census Tract 8, Kenosha County, Wisconsin",55,59,,800,1,1550590008001,1212,445
"Block Group 2, Census Tract 8, Kenosha County, Wisconsin",55,59,,800,2,1550590008002,652,237
"Block Group 3, Census Tract 8, Kenosha County, Wisconsin",55,59,,800,3,1550590008003,1383,406
"Block Group 1, Census Tract 9, Kenosha County, Wisconsin",55,59,,900,1,1550590009001,737,281
"Block Group 2, Census Tract 9, Kenosha County, Wisconsin",55,59,,900,2,1550590009002,1015,328
"Block Group 3, Census Tract 9, Kenosha County, Wisconsin",55,59,,900,3,1550590009003,841,373
"Block Group 4, Census Tract 9, Kenosha County, Wisconsin",55,59,,900,4,1550590009004,606,292
"Block Group 5, Census Tract 9, Kenosha County, Wisconsin",55,59,,900,5,1550590009005,356,253
"Block Group 1, Census Tract 10, Kenosha County, Wisconsin",55,59,,1000,1,1550590010001,1189,226
"Block Group 2, Census Tract 10, Kenosha County, Wisconsin",55,59,,1000,2,1550590010002,1038,222
"Block Group 1, Census Tract 11, Kenosha County, Wisconsin",55,59,,1100,1,1550590011001,890,341
"Block Group 2, Census Tract 11, Kenosha County, Wisconsin",55,59,,1100,2,1550590011002,1536,413
"Block Group 3, Census Tract 11, Kenosha County, Wisconsin",55,59,,1100,3,1550590011003,977,300
"Block Group 1, Census Tract 12, Kenosha County, Wisconsin",55,59,,1200,1,1550590012001,609,260
"Block Group 2, Census Tract 12, Kenosha County, Wisconsin",55,59,,1200,2,1550590012002,1398,301
"Block Group 3, Census Tract 12, Kenosha County, Wisconsin",55,59,,1200,3,1550590012003,862,247
"Block Group 4, Census Tract 12, Kenosha County, Wisconsin",55,59,,1200,4,1550590012004,1210,311
"Block Group 1, Census Tract 13, Kenosha County, Wisconsin",55,59,,1300,1,1550590013001,970,258
"Block Group 2, Census Tract 13, Kenosha County, Wisconsin",55,59,,1300,2,1550590013002,706,179
"Block Group 3, Census Tract 13, Kenosha County, Wisconsin",55,59,,1300,3,1550590013003,813,239
"Block Group 4, Census Tract 13, Kenosha County, Wisconsin",55,59,,1300,4,1550590013004,1730,320
"Block Group 1, Census Tract 14, Kenosha County, Wisconsin",55,59,,1400,1,1550590014001,708,285
"Block Group 2, Census Tract 14, Kenosha County, Wisconsin",55,59,,1400,2,1550590014002,824,227
"Block Group 3, Census Tract 14, Kenosha County, Wisconsin",55,59,,1400,3,1550590014003,1150,297
"Block Group 4, Census Tract 14, Kenosha County, Wisconsin",55,59,,1400,4,1550590014004,1554,301
"Block Group 5, Census Tract 14, Kenosha County, Wisconsin",55,59,,1400,5,1550590014005,963,240
"Block Group 6, Census Tract 14, Kenosha County, Wisconsin",55,59,,1400,6,1550590014006,1679,328
"Block Group 1, Census Tract 15, Kenosha County, Wisconsin",55,59,,1500,1,1550590015001,917,284
"Block Group 2, Census Tract 15, Kenosha County, Wisconsin",55,59,,1500,2,1550590015002,796,232
"Block Group 3, Census Tract 15, Kenosha County, Wisconsin",55,59,,1500,3,1550590015003,801,174
"Block Group 4, Census Tract 15, Kenosha County, Wisconsin",55,59,,1500,4,1550590015004,506,151
"Block Group 5, Census Tract 15, Kenosha County, Wisconsin",55,59,,1500,5,1550590015005,688,217
"Block Group 1, Census Tract 16, Kenosha County, Wisconsin",55,59,,1600,1,1550590016001,1148,337
"Block Group 2, Census Tract 16, Kenosha County, Wisconsin",55,59,,1600,2,1550590016002,1187,406
"Block Group 3, Census Tract 16, Kenosha County, Wisconsin",55,59,,1600,3,1550590016003,1068,300
"Block Group 1, Census Tract 17, Kenosha County, Wisconsin",55,59,,1700,1,1550590017001,710,182
"Block Group 2, Census Tract 17, Kenosha County, Wisconsin",55,59,,1700,2,1550590017002,1002,236
"Block Group 3, Census Tract 17, Kenosha County, Wisconsin",55,59,,1700,3,1550590017003,859,253
"Block Group 1, Census Tract 18, Kenosha County, Wisconsin",55,59,,1800,1,1550590018001,1074,236
"Block Group 2, Census Tract 18, Kenosha County, Wisconsin",55,59,,1800,2,1550590018002,1203,204
"Block Group 1, Census Tract 19, Kenosha County, Wisconsin",55,59,,1900,1,1550590019001,903,289
"Block Group 2, Census Tract 19, Kenosha County, Wisconsin",55,59,,1900,2,1550590019002,458,152
"Block Group 3, Census Tract 19, Kenosha County, Wisconsin",55,59,,1900,3,1550590019003,1162,222
"Block Group 1, Census Tract 20, Kenosha County, Wisconsin",55,59,,2000,1,1550590020001,890,222
"Block Group 2, Census Tract 20, Kenosha County, Wisconsin",55,59,,2000,2,1550590020002,2287,430
"Block Group 3, Census Tract 20, Kenosha County, Wisconsin",55,59,,2000,3,1550590020003,2522,362
"Block Group 1, Census Tract 21, Kenosha County, Wisconsin",55,59,,2100,1,1550590021001,1192,398
"Block Group 2, Census Tract 21, Kenosha County, Wisconsin",55,59,,2100,2,1550590021002,1020,374
"Block Group 3, Census Tract 21, Kenosha County, Wisconsin",55,59,,2100,3,1550590021003,1910,527
"Block Group 4, Census Tract 21, Kenosha County, Wisconsin",55,59,,2100,4,1550590021004,1339,520
"Block Group 1, Census Tract 22, Kenosha County, Wisconsin",55,59,,2200,1,1550590022001,869,197
"Block Group 2, Census Tract 22, Kenosha County, Wisconsin",55,59,,2200,2,1550590022002,1407,374
"Block Group 3, Census Tract 22, Kenosha County, Wisconsin",55,59,,2200,3,1550590022003,1306,175
"Block Group 1, Census Tract 23, Kenosha County, Wisconsin",55,59,,2300,1,1550590023001,834,229
"Block Group 2, Census Tract 23, Kenosha County, Wisconsin",55,59,,2300,2,1550590023002,809,351
"Block Group 3, Census Tract 23, Kenosha County, Wisconsin",55,59,,2300,3,1550590023003,1277,286
"Block Group 4, Census Tract 23, Kenosha County, Wisconsin",55,59,,2300,4,1550590023004,1682,361
"Block Group 5, Census Tract 23, Kenosha County, Wisconsin",55,59,,2300,5,1550590023005,1384,389
"Block Group 1, Census Tract 24, Kenosha County, Wisconsin",55,59,,2400,1,1550590024001,1027,190
"Block Group 2, Census Tract 24, Kenosha County, Wisconsin",55,59,,2400,2,1550590024002,1659,366
"Block Group 3, Census Tract 24, Kenosha County, Wisconsin",55,59,,2400,3,1550590024003,2162,325
"Block Group 1, Census Tract 25, Kenosha County, Wisconsin",55,59,,2500,1,1550590025001,2127,362
"Block Group 2, Census Tract 25, Kenosha County, Wisconsin",55,59,,2500,2,1550590025002,1465,325
"Block Group 1, Census Tract 26.01, Kenosha County, Wisconsin",55,59,,2601,1,1550590026011,2626,740
"Block Group 2, Census Tract 26.01, Kenosha County, Wisconsin",55,59,,2601,2,1550590026012,4393,722
"Block Group 3, Census Tract 26.01, Kenosha County, Wisconsin",55,59,,2601,3,1550590026013,2452,447
"Block Group 1, Census Tract 26.02, Kenosha County, Wisconsin",55,59,,2602,1,1550590026021,3805,617
"Block Group 2, Census Tract 26.02, Kenosha County, Wisconsin",55,59,,2602,2,1550590026022,1707,368
"Block Group 3, Census Tract 26.02, Kenosha County, Wisconsin",55,59,,2602,3,1550590026023,683,346
"Block Group 4, Census Tract 26.02, Kenosha County, Wisconsin",55,59,,2602,4,1550590026024,2238,555
"Block Group 1, Census Tract 27, Kenosha County, Wisconsin",55,59,,2700,1,1550590027001,2644,431
"Block Group 2, Census Tract 27, Kenosha County, Wisconsin",55,59,,2700,2,1550590027002,1641,290
"Block Group 3, Census Tract 27, Kenosha County, Wisconsin",55,59,,2700,3,1550590027003,1329,334
"Block Group 1, Census Tract 28, Kenosha County, Wisconsin",55,59,,2800,1,1550590028001,2177,207
"Block Group 2, Census Tract 28, Kenosha County, Wisconsin",55,59,,2800,2,1550590028002,1026,156
"Block Group 3, Census Tract 28, Kenosha County, Wisconsin",55,59,,2800,3,1550590028003,980,285
"Block Group 4, Census Tract 28, Kenosha County, Wisconsin",55,59,,2800,4,1550590028004,1432,240
"Block Group 5, Census Tract 28, Kenosha County, Wisconsin",55,59,,2800,5,1550590028005,1003,235
"Block Group 1, Census Tract 29.03, Kenosha County, Wisconsin",55,59,,2903,1,1550590029031,1655,216
"Block Group 2, Census Tract 29.03, Kenosha County, Wisconsin",55,59,,2903,2,1550590029032,1410,250
"Block Group 1, Census Tract 29.04, Kenosha County, Wisconsin",55,59,,2904,1,1550590029041,1128,317
"Block Group 2, Census Tract 29.04, Kenosha County, Wisconsin",55,59,,2904,2,1550590029042,1357,406
"Block Group 3, Census Tract 29.04, Kenosha County, Wisconsin",55,59,,2904,3,1550590029043,297,127
"Block Group 4, Census Tract 29.04, Kenosha County, Wisconsin",55,59,,2904,4,1550590029044,2928,463
"Block Group 1, Census Tract 29.05, Kenosha County, Wisconsin",55,59,,2905,1,1550590029051,1508,251
"Block Group 2, Census Tract 29.05, Kenosha County, Wisconsin",55,59,,2905,2,1550590029052,485,177
"Block Group 3, Census Tract 29.05, Kenosha County, Wisconsin",55,59,,2905,3,1550590029053,1616,249
"Block Group 1, Census Tract 29.06, Kenosha County, Wisconsin",55,59,,2906,1,1550590029061,1937,357
"Block Group 2, Census Tract 29.06, Kenosha County, Wisconsin",55,59,,2906,2,1550590029062,2899,412
"Block Group 1, Census Tract 30.01, Kenosha County, Wisconsin",55,59,,3001,1,1550590030011,588,229
"Block Group 2, Census Tract 30.01, Kenosha County, Wisconsin",55,59,,3001,2,1550590030012,1901,238
"Block Group 3, Census Tract 30.01, Kenosha County, Wisconsin",55,59,,3001,3,1550590030013,1166,243
"Block Group 4, Census Tract 30.01, Kenosha County, Wisconsin",55,59,,3001,4,1550590030014,737,186
"Block Group 1, Census Tract 30.02, Kenosha County, Wisconsin",55,59,,3002,1,1550590030021,1537,344
"Block Group 2, Census Tract 30.02, Kenosha County, Wisconsin",55,59,,3002,2,1550590030022,1877,308
"Block Group 3, Census Tract 30.02, Kenosha County, Wisconsin",55,59,,3002,3,1550590030023,1399,294
"Block Group 0, Census Tract 9900, Kenosha County, Wisconsin",55,59,,990000,0,1550599900000,0,9
"Block Group 1, Census Tract 9601, Kewaunee County, Wisconsin",55,61,,960100,1,1550619601001,1242,239
"Block Group 2, Census Tract 9601, Kewaunee County, Wisconsin",55,61,,960100,2,1550619601002,746,137
"Block Group 3, Census Tract 9601, Kewaunee County, Wisconsin",55,61,,960100,3,1550619601003,1135,243
"Block Group 1, Census Tract 9602, Kewaunee County, Wisconsin",55,61,,960200,1,1550619602001,782,81
"Block Group 2, Census Tract 9602, Kewaunee County, Wisconsin",55,61,,960200,2,1550619602002,1035,103
"Block Group 3, Census Tract 9602, Kewaunee County, Wisconsin",55,61,,960200,3,1550619602003,830,124
"Block Group 1, Census Tract 9604, Kewaunee County, Wisconsin",55,61,,960400,1,1550619604001,1084,131
"Block Group 2, Census Tract 9604, Kewaunee County, Wisconsin",55,61,,960400,2,1550619604002,1510,149
"Block Group 3, Census Tract 9604, Kewaunee County, Wisconsin",55,61,,960400,3,1550619604003,2772,146
"Block Group 4, Census Tract 9604, Kewaunee County, Wisconsin",55,61,,960400,4,1550619604004,1109,143
"Block Group 5, Census Tract 9604, Kewaunee County, Wisconsin",55,61,,960400,5,1550619604005,1254,175
"Block Group 6, Census Tract 9604, Kewaunee County, Wisconsin",55,61,,960400,6,1550619604006,980,177
"Block Group 1, Census Tract 9605, Kewaunee County, Wisconsin",55,61,,960500,1,1550619605001,1091,161
"Block Group 2, Census Tract 9605, Kewaunee County, Wisconsin",55,61,,960500,2,1550619605002,1601,205
"Block Group 3, Census Tract 9605, Kewaunee County, Wisconsin",55,61,,960500,3,1550619605003,1040,144
"Block Group 4, Census Tract 9605, Kewaunee County, Wisconsin",55,61,,960500,4,1550619605004,918,118
"Block Group 5, Census Tract 9605, Kewaunee County, Wisconsin",55,61,,960500,5,1550619605005,1449,212
"Block Group 0, Census Tract 9900, Kewaunee County, Wisconsin",55,61,,990000,0,1550619900000,0,9
"Block Group 1, Census Tract 1, La Crosse County, Wisconsin",55,63,,100,1,1550630001001,428,140
"Block Group 2, Census Tract 1, La Crosse County, Wisconsin",55,63,,100,2,1550630001002,370,134
"Block Group 3, Census Tract 1, La Crosse County, Wisconsin",55,63,,100,3,1550630001003,566,128
"Block Group 4, Census Tract 1, La Crosse County, Wisconsin",55,63,,100,4,1550630001004,1173,281
"Block Group 5, Census Tract 1, La Crosse County, Wisconsin",55,63,,100,5,1550630001005,946,236
"Block Group 6, Census Tract 1, La Crosse County, Wisconsin",55,63,,100,6,1550630001006,1168,215
"Block Group 1, Census Tract 2, La Crosse County, Wisconsin",55,63,,200,1,1550630002001,821,374
"Block Group 2, Census Tract 2, La Crosse County, Wisconsin",55,63,,200,2,1550630002002,1413,382
"Block Group 3, Census Tract 2, La Crosse County, Wisconsin",55,63,,200,3,1550630002003,815,290
"Block Group 4, Census Tract 2, La Crosse County, Wisconsin",55,63,,200,4,1550630002004,746,241
"Block Group 5, Census Tract 2, La Crosse County, Wisconsin",55,63,,200,5,1550630002005,1253,263
"Block Group 1, Census Tract 3, La Crosse County, Wisconsin",55,63,,300,1,1550630003001,1097,237
"Block Group 2, Census Tract 3, La Crosse County, Wisconsin",55,63,,300,2,1550630003002,1331,266
"Block Group 1, Census Tract 4, La Crosse County, Wisconsin",55,63,,400,1,1550630004001,718,331
"Block Group 2, Census Tract 4, La Crosse County, Wisconsin",55,63,,400,2,1550630004002,1666,514
"Block Group 3, Census Tract 4, La Crosse County, Wisconsin",55,63,,400,3,1550630004003,813,349
"Block Group 4, Census Tract 4, La Crosse County, Wisconsin",55,63,,400,4,1550630004004,801,297
"Block Group 5, Census Tract 4, La Crosse County, Wisconsin",55,63,,400,5,1550630004005,1547,286
"Block Group 1, Census Tract 5, La Crosse County, Wisconsin",55,63,,500,1,1550630005001,795,293
"Block Group 2, Census Tract 5, La Crosse County, Wisconsin",55,63,,500,2,1550630005002,3929,399
"Block Group 1, Census Tract 6, La Crosse County, Wisconsin",55,63,,600,1,1550630006001,505,115
"Block Group 2, Census Tract 6, La Crosse County, Wisconsin",55,63,,600,2,1550630006002,889,140
"Block Group 3, Census Tract 6, La Crosse County, Wisconsin",55,63,,600,3,1550630006003,706,125
"Block Group 1, Census Tract 7, La Crosse County, Wisconsin",55,63,,700,1,1550630007001,1386,253
"Block Group 2, Census Tract 7, La Crosse County, Wisconsin",55,63,,700,2,1550630007002,906,253
"Block Group 3, Census Tract 7, La Crosse County, Wisconsin",55,63,,700,3,1550630007003,589,158
"Block Group 4, Census Tract 7, La Crosse County, Wisconsin",55,63,,700,4,1550630007004,931,234
"Block Group 5, Census Tract 7, La Crosse County, Wisconsin",55,63,,700,5,1550630007005,674,146
"Block Group 1, Census Tract 8, La Crosse County, Wisconsin",55,63,,800,1,1550630008001,556,144
"Block Group 2, Census Tract 8, La Crosse County, Wisconsin",55,63,,800,2,1550630008002,1201,259
"Block Group 3, Census Tract 8, La Crosse County, Wisconsin",55,63,,800,3,1550630008003,661,205
"Block Group 4, Census Tract 8, La Crosse County, Wisconsin",55,63,,800,4,1550630008004,908,219
"Block Group 1, Census Tract 9, La Crosse County, Wisconsin",55,63,,900,1,1550630009001,722,199
"Block Group 2, Census Tract 9, La Crosse County, Wisconsin",55,63,,900,2,1550630009002,1590,322
"Block Group 3, Census Tract 9, La Crosse County, Wisconsin",55,63,,900,3,1550630009003,418,174
"Block Group 4, Census Tract 9, La Crosse County, Wisconsin",55,63,,900,4,1550630009004,1047,290
"Block Group 1, Census Tract 10, La Crosse County, Wisconsin",55,63,,1000,1,1550630010001,725,214
"Block Group 2, Census Tract 10, La Crosse County, Wisconsin",55,63,,1000,2,1550630010002,1122,281
"Block Group 3, Census Tract 10, La Crosse County, Wisconsin",55,63,,1000,3,1550630010003,977,286
"Block Group 4, Census Tract 10, La Crosse County, Wisconsin",55,63,,1000,4,1550630010004,857,248
"Block Group 1, Census Tract 11.01, La Crosse County, Wisconsin",55,63,,1101,1,1550630011011,795,192
"Block Group 2, Census Tract 11.01, La Crosse County, Wisconsin",55,63,,1101,2,1550630011012,1489,193
"Block Group 1, Census Tract 11.02, La Crosse County, Wisconsin",55,63,,1102,1,1550630011021,2632,299
"Block Group 2, Census Tract 11.02, La Crosse County, Wisconsin",55,63,,1102,2,1550630011022,1408,250
"Block Group 1, Census Tract 12, La Crosse County, Wisconsin",55,63,,1200,1,1550630012001,976,204
"Block Group 2, Census Tract 12, La Crosse County, Wisconsin",55,63,,1200,2,1550630012002,757,188
"Block Group 3, Census Tract 12, La Crosse County, Wisconsin",55,63,,1200,3,1550630012003,691,159
"Block Group 4, Census Tract 12, La Crosse County, Wisconsin",55,63,,1200,4,1550630012004,1726,216
"Block Group 1, Census Tract 101.01, La Crosse County, Wisconsin",55,63,,10101,1,1550630101011,1814,176
"Block Group 2, Census Tract 101.01, La Crosse County, Wisconsin",55,63,,10101,2,1550630101012,1373,157
"Block Group 3, Census Tract 101.01, La Crosse County, Wisconsin",55,63,,10101,3,1550630101013,1435,173
"Block Group 4, Census Tract 101.01, La Crosse County, Wisconsin",55,63,,10101,4,1550630101014,895,119
"Block Group 1, Census Tract 101.02, La Crosse County, Wisconsin",55,63,,10102,1,1550630101021,1370,215
"Block Group 2, Census Tract 101.02, La Crosse County, Wisconsin",55,63,,10102,2,1550630101022,1314,233
"Block Group 3, Census Tract 101.02, La Crosse County, Wisconsin",55,63,,10102,3,1550630101023,1984,257
"Block Group 1, Census Tract 102.01, La Crosse County, Wisconsin",55,63,,10201,1,1550630102011,3756,389
"Block Group 2, Census Tract 102.01, La Crosse County, Wisconsin",55,63,,10201,2,1550630102012,2619,352
"Block Group 3, Census Tract 102.01, La Crosse County, Wisconsin",55,63,,10201,3,1550630102013,1659,271
"Block Group 4, Census Tract 102.01, La Crosse County, Wisconsin",55,63,,10201,4,1550630102014,1757,320
"Block Group 1, Census Tract 102.02, La Crosse County, Wisconsin",55,63,,10202,1,1550630102021,3248,264
"Block Group 2, Census Tract 102.02, La Crosse County, Wisconsin",55,63,,10202,2,1550630102022,3762,318
"Block Group 1, Census Tract 102.03, La Crosse County, Wisconsin",55,63,,10203,1,1550630102031,1005,157
"Block Group 2, Census Tract 102.03, La Crosse County, Wisconsin",55,63,,10203,2,1550630102032,666,148
"Block Group 1, Census Tract 103, La Crosse County, Wisconsin",55,63,,10300,1,1550630103001,581,164
"Block Group 2, Census Tract 103, La Crosse County, Wisconsin",55,63,,10300,2,1550630103002,2446,256
"Block Group 3, Census Tract 103, La Crosse County, Wisconsin",55,63,,10300,3,1550630103003,1536,241
"Block Group 1, Census Tract 104.01, La Crosse County, Wisconsin",55,63,,10401,1,1550630104011,1210,238
"Block Group 2, Census Tract 104.01, La Crosse County, Wisconsin",55,63,,10401,2,1550630104012,3057,255
"Block Group 3, Census Tract 104.01, La Crosse County, Wisconsin",55,63,,10401,3,1550630104013,1094,158
"Block Group 1, Census Tract 104.02, La Crosse County, Wisconsin",55,63,,10402,1,1550630104021,1478,258
"Block Group 2, Census Tract 104.02, La Crosse County, Wisconsin",55,63,,10402,2,1550630104022,2116,358
"Block Group 3, Census Tract 104.02, La Crosse County, Wisconsin",55,63,,10402,3,1550630104023,1633,296
"Block Group 4, Census Tract 104.02, La Crosse County, Wisconsin",55,63,,10402,4,1550630104024,1719,355
"Block Group 5, Census Tract 104.02, La Crosse County, Wisconsin",55,63,,10402,5,1550630104025,1228,330
"Block Group 6, Census Tract 104.02, La Crosse County, Wisconsin",55,63,,10402,6,1550630104026,882,221
"Block Group 1, Census Tract 105, La Crosse County, Wisconsin",55,63,,10500,1,1550630105001,1408,256
"Block Group 2, Census Tract 105, La Crosse County, Wisconsin",55,63,,10500,2,1550630105002,1244,307
"Block Group 3, Census Tract 105, La Crosse County, Wisconsin",55,63,,10500,3,1550630105003,1338,319
"Block Group 4, Census Tract 105, La Crosse County, Wisconsin",55,63,,10500,4,1550630105004,1821,322
"Block Group 1, Census Tract 106, La Crosse County, Wisconsin",55,63,,10600,1,1550630106001,3296,152
"Block Group 1, Census Tract 107, La Crosse County, Wisconsin",55,63,,10700,1,1550630107001,2217,257
"Block Group 2, Census Tract 107, La Crosse County, Wisconsin",55,63,,10700,2,1550630107002,1547,256
"Block Group 3, Census Tract 107, La Crosse County, Wisconsin",55,63,,10700,3,1550630107003,1497,203
"Block Group 1, Census Tract 108, La Crosse County, Wisconsin",55,63,,10800,1,1550630108001,1059,110
"Block Group 2, Census Tract 108, La Crosse County, Wisconsin",55,63,,10800,2,1550630108002,1192,157
"Block Group 3, Census Tract 108, La Crosse County, Wisconsin",55,63,,10800,3,1550630108003,924,134
"Block Group 1, Census Tract 9701, Lafayette County, Wisconsin",55,65,,970100,1,1550659701001,874,101
"Block Group 2, Census Tract 9701, Lafayette County, Wisconsin",55,65,,970100,2,1550659701002,1047,139
"Block Group 3, Census Tract 9701, Lafayette County, Wisconsin",55,65,,970100,3,1550659701003,1161,115
"Block Group 1, Census Tract 9702, Lafayette County, Wisconsin",55,65,,970200,1,1550659702001,1448,246
"Block Group 2, Census Tract 9702, Lafayette County, Wisconsin",55,65,,970200,2,1550659702002,850,142
"Block Group 3, Census Tract 9702, Lafayette County, Wisconsin",55,65,,970200,3,1550659702003,681,136
"Block Group 4, Census Tract 9702, Lafayette County, Wisconsin",55,65,,970200,4,1550659702004,1116,169
